timestamp_ist,elapsed_s,tick,signal_strength_pct,echo_return_time_ms,measured_distance_m,noise_level_dB,wave_amplitude,fault_score,system_status,injected_fault,sea_state,sea_state_label,ship_speed_kn
2026-08-13 22:52:10 IST,20.83,1671,85.56,1.8362,0.2777,20.757,-0.3016,0.1560,normal,spike,2,Moderate,10
2026-08-13 22:52:11 IST,21.23,1672,89.26,1.8279,0.3073,18.911,0.7355,0.5301,pre-fault,spike,2,Moderate,10
2026-08-13 22:52:11 IST,21.64,1673,88.54,1.8349,0.2493,19.629,-1.7375,0.1848,normal,spike,2,Moderate,10
2026-08-13 22:52:11 IST,22.03,1674,85.82,1.8201,0.2864,17.828,-1.4872,0.2213,normal,spike,2,Moderate,10
2026-08-13 22:52:12 IST,22.45,1675,89.28,1.8384,0.3883,17.793,-0.2372,0.2257,normal,spike,2,Moderate,10
2026-08-13 22:52:12 IST,22.83,1676,86.84,1.8203,0.2586,18.675,0.1778,0.2786,pre-fault,spike,2,Moderate,10
2026-08-13 22:52:13 IST,23.24,1677,85.63,1.8588,0.3428,19.400,0.5140,0.2679,pre-fault,spike,2,Moderate,10
2026-08-13 22:52:13 IST,23.63,1678,88.66,1.8327,0.2819,19.452,0.6763,0.2893,pre-fault,spike,2,Moderate,10
2026-08-13 22:52:13 IST,24.03,1679,85.92,1.8406,0.3533,20.430,0.4281,0.3215,pre-fault,spike,2,Moderate,10
2026-08-13 22:52:14 IST,24.43,1680,88.38,1.8493,0.3923,17.745,3.4638,0.6936,fault,spike,2,Moderate,10
2026-08-13 22:52:14 IST,24.82,1681,87.09,1.8565,0.3814,17.870,-0.4609,0.3527,pre-fault,spike,2,Moderate,10
2026-08-13 22:52:15 IST,25.23,1682,88.25,1.8503,0.3070,21.212,-0.3731,0.3968,pre-fault,spike,2,Moderate,10
